make,nhtsa_model,vehicle_type,years_missing_epa_confirmed,n_epa_confirmed,years_missing_nhtsa_only,n_years_missing,n_years_listed,entirely_missing,epa_corroborated_any_year,most_recent_missing,priority_score
maserati,Ghibli,Passenger Car,2024,1,,1,11,false,true,2024,20
maserati,228,Passenger Car,1990,1,1991,2,2,true,true,1991,19
maserati,Coupe,Passenger Car,,0,2002-2004 2006,4,4,true,false,2006,11
maserati,Biturbo,Passenger Car,,0,1990-1991,2,2,true,false,1991,6
maserati,Merak,Passenger Car,,0,1990-1991,2,2,true,false,1991,6
maserati,TC,Passenger Car,,0,1990-1991,2,2,true,false,1991,6
maybach,57,Passenger Car,2004-2012,9,2003,10,10,true,true,2012,54
maybach,62,Passenger Car,2004-2009 2011-2012,8,2003 2010,10,10,true,true,2012,51
mazda,B-Series,Truck,1990-1993 2000-2009,14,2010,15,21,false,true,2010,78
mazda,Tribute,MPV,2001-2006 2008-2011,10,,10,10,true,true,2011,63
mazda,RX-8,Passenger Car,2004-2011,8,2012,9,9,true,true,2012,50
mazda,MPV,MPV,2000-2006,7,1999,8,17,false,true,2006,48
mazda,CX-7,MPV,2007-2012,6,,6,6,true,true,2012,47
mazda,CX-3,Passenger Car,2016-2017 2019-2021,5,2022,6,7,false,true,2022,37
mazda,MX-3,Passenger Car,1992-1996,5,1990-1991,7,7,true,true,1996,36
mazda,Navajo,MPV,1991-1994,4,,4,4,true,true,1994,36
mazda,323,Passenger Car,1992-1994,3,1990-1991,5,5,true,true,1994,28
mazda,Protege,Passenger Car,2000-2003,4,,4,14,false,true,2003,26
mazda,626,Passenger Car,2000-2002,3,,3,13,false,true,2002,22
mazda,Millenia,Passenger Car,2000-2002,3,,3,8,false,true,2002,22
mazda,929,Passenger Car,,0,1996,1,7,false,true,1996,11
mazda,RX-7,Passenger Car,,0,1996,1,6,false,true,1996,11
mclaren,540C,Passenger Car,2018,1,2011-2017 2019-2021,11,11,true,true,2021,34
mclaren,650S,Passenger Car,2015-2016,2,2011-2014 2020-2021,8,8,true,true,2021,34
mclaren,MP4-12C,Passenger Car,2012 2014,2,2011 2013 2015-2016 2020-2021,8,8,true,true,2021,34
mclaren,P1,Passenger Car,2014-2015,2,2011-2013 2016 2020-2021,8,8,true,true,2021,34
mclaren,600LT,Passenger Car,2019-2020,2,2017-2018 2021,5,5,true,true,2021,31
mclaren,675LT,Passenger Car,2016,1,2011-2015 2020-2021,8,8,true,true,2021,31
mclaren,SENNA,Passenger Car,2019,1,2017-2018 2020-2021,5,5,true,true,2021,28
mclaren,620R,Passenger Car,2020,1,2021,2,2,true,true,2021,25
mclaren,765LT,Passenger Car,2022,1,,1,1,true,true,2022,24
mclaren,ELVA,Passenger Car,,0,2022,1,1,true,true,2022,21
mclaren,625C,Passenger Car,,0,2011-2016 2020-2021,8,8,true,false,2021,18
mclaren,GT,Passenger Car,,0,2017-2018,2,7,false,true,2018,18
mclaren,570GT,Passenger Car,,0,2011-2014,4,11,false,true,2014,17
mclaren,570S,Passenger Car,,0,2011-2014,4,11,false,true,2014,17
mclaren,SENNA GTR,Passenger Car,,0,2017-2021,5,5,true,false,2021,15
mclaren,750S,Passenger Car,,0,2024-2026,3,3,true,false,2026,13
mclaren,GTS,Passenger Car,,0,2025-2026,2,2,true,false,2026,12
mercedesbenz,GL-Class,MPV,2007-2016,10,2006,11,11,true,true,2016,67
mercedesbenz,CLK-Class,Passenger Car,1998-2009,12,,12,12,true,true,2009,65
mercedesbenz,R-Class,MPV,2006-2013,8,,8,8,true,true,2013,55
mercedesbenz,Metris,MPV,2016-2017 2019-2023,7,,7,8,false,true,2023,50
mercedesbenz,B-Class,Passenger Car,2016-2017,2,2011-2012 2014-2015 2018-2022,11,11,true,true,2022,37
mercedesbenz,M-Class,MPV,1998-1999,2,1995-1997 2016-2019,9,21,false,true,2019,37
mercedesbenz,300,Passenger Car,1990-1993,4,,4,4,true,true,1993,30
mercedesbenz,500,Passenger Car,1990-1993,4,,4,4,true,true,1993,30
mercedesbenz,Sprinter,MPV,,0,2010-2017 2019-2026,16,17,false,false,2026,28
mercedesbenz,GLK-Class,MPV,,0,2016-2020,5,11,false,true,2020,27
mercedesbenz,GLS-Class,MPV,2016,1,,1,11,false,true,2016,26
mercedesbenz,350,Passenger Car,1990-1991,2,,2,2,true,true,1991,22
mercedesbenz,400,Passenger Car,1992-1993,2,,2,2,true,true,1993,22
mercedesbenz,420,Passenger Car,1990-1991,2,,2,2,true,true,1991,22
mercedesbenz,560,Passenger Car,1990-1991,2,,2,2,true,true,1991,22
mercedesbenz,600,Passenger Car,1992-1993,2,,2,2,true,true,1993,22
mercedesbenz,SLS-Class,Passenger Car,,0,2011-2022,12,12,true,false,2022,22
mercedesbenz,eSprinter,MPV,,0,2024-2026,3,3,true,false,2026,19
mercedesbenz,CL-Class,Passenger Car,1998-1999,2,,2,17,false,true,1999,18
mercedesbenz,SL-Class,Passenger Car,,0,2021,1,32,false,true,2021,17
mercedesbenz,SLK-Class,Passenger Car,1999,1,1998,2,19,false,true,1999,15
mercedesbenz,CLE,Passenger Car,,0,2024-2026,3,3,true,false,2026,13
mercedesbenz,SLR McLaren,Passenger Car,,0,2004-2009,6,6,true,false,2009,13
mercury,Villager,MPV,1993-2002,10,,10,10,true,true,2002,60
mercury,Tracer,Passenger Car,1991-1999,9,1990,10,10,true,true,1999,51
mercury,Cougar,Passenger Car,1991-1997 1999,8,,8,12,false,true,1999,42
mercury,Monterey,MPV,2004-2007,4,,4,4,true,true,2007,39
mercury,Mystique,Passenger Car,1995-2000,6,,6,6,true,true,2000,38
mercury,Topaz,Passenger Car,1990-1994,5,,5,5,true,true,1994,34
mercury,Capri,Passenger Car,1991-1994,4,1990,5,5,true,true,1994,31
mercury,Montego,Passenger Car,2005-2007,3,,3,3,true,true,2007,29
mercury,Marauder,Passenger Car,2004,1,,1,1,true,true,2004,18
mini,Paceman,Passenger Car,2014-2016,3,2013 2017-2019,7,7,true,true,2019,36
mitsubishi,Outlander Sport,MPV,2011-2017 2019-2026,15,,15,16,false,true,2026,82
mitsubishi,Mirage,MPV,1990-1999 2002,11,,11,24,false,true,2002,60
mitsubishi,Raider,Truck,2006-2010,5,1993-2005,18,18,true,true,2010,58
mitsubishi,Endeavor,MPV,2004-2011,8,,8,8,true,true,2011,55
mitsubishi,Montero Sport,MPV,1997-2004,8,1991-1993,11,11,true,true,2004,55
mitsubishi,Diamante,Passenger Car,1992-1999 2005,9,,9,14,false,true,2005,49
mitsubishi,Mighty Max,MPV,1990-1996,7,,7,7,true,true,1996,48
mitsubishi,Montero,MPV,1994-1999,6,,6,14,false,true,1999,40
mitsubishi,Expo,Passenger Car,1992-1996,5,,5,5,true,true,1996,34
mitsubishi,Galant,Passenger Car,1994-1999,6,,6,23,false,true,1999,34
mitsubishi,Precis,Passenger Car,1990-1993,4,1994,5,5,true,true,1994,31
mitsubishi,i-MiEV,Passenger Car,2014 2016-2017,3,2015 2018,5,7,false,true,2018,30
mitsubishi,RVR,MPV,,0,2011-2022,12,12,true,false,2022,28
mitsubishi,Van,MPV,1990,1,,1,1,true,true,1990,24
mitsubishi,Wagon,MPV,1990,1,,1,1,true,true,1990,24
mitsubishi,Sigma,Passenger Car,1990,1,,1,1,true,true,1990,18
nissan,Frontier,Truck,2000-2017 2019 2026,20,,20,29,false,true,2026,104
nissan,NV200,Truck,2013-2017 2019-2021,8,2022-2024,11,12,false,true,2024,59
nissan,Juke,MPV,2011-2017,7,2018,8,8,true,true,2018,55
nissan,Cube,Truck,2009-2014,6,,6,6,true,true,2014,49
nissan,350Z,Passenger Car,2003-2009,7,,7,7,true,true,2009,45
nissan,Maxima,Passenger Car,1995-1999 2004,6,,6,33,false,true,2004,34
nissan,Pathfinder,MPV,1996-1999,4,,4,37,false,true,1999,32
nissan,200SX,Passenger Car,1995-1998,4,,4,4,true,true,1998,30
nissan,Sentra,Passenger Car,1995-1999,5,,5,37,false,true,1999,30
nissan,Ariya Hatchback,Passenger Car,2023-2024,2,,2,2,true,true,2024,28
nissan,Rogue Select,MPV,2014,1,,1,1,true,true,2014,27
nissan,NX,Passenger Car,1991-1993,3,,3,3,true,true,1993,26
nissan,Stanza,Passenger Car,1990-1992,3,,3,3,true,true,1992,26
nissan,Kicks Play,Passenger Car,2025,1,,1,1,true,true,2025,24
nissan,Van,MPV,1990,1,,1,1,true,true,1990,24
nissan,Altra,Passenger Car,2000,1,1998-1999 2001-2002 2004,6,6,true,true,2004,23
nissan,NV,Truck,,0,2012-2017 2019-2021,9,10,false,false,2021,23
nissan,Axxess,Passenger Car,1990-1991,2,,2,2,true,true,1991,22
nissan,370Z,Passenger Car,2021,1,2022,2,14,false,true,2022,21
nissan,Altima,Passenger Car,1998-1999,2,,2,34,false,true,1999,18
nissan,Ariya MPV,MPV,,0,2025-2026,2,2,true,false,2026,18
nissan,Armada,MPV,,0,2002-2003,2,24,false,true,2003,18
nissan,Kicks MPV,MPV,,0,2025-2026,2,2,true,false,2026,18
nissan,Titan,MPV,,0,2002-2003,2,23,false,true,2003,18
nissan,Murano,MPV,,0,2002,1,24,false,true,2002,17
nissan,X-Trail,MPV,,0,2005-2006,2,2,true,false,2006,15
nissan,Nissan Z,Passenger Car,,0,2023-2026,4,4,true,false,2026,14
nissan,Sentra Classic,Passenger Car,1995,1,,1,3,false,true,1995,14
nissan,240SX,Passenger Car,,0,1999-2001,3,12,false,true,2001,13
nissan,Micra,Passenger Car,,0,1990-1991,2,2,true,false,1991,6
oldsmobile,Bravada,MPV,1991-1994 1996-1999,8,,8,14,false,true,1999,48
oldsmobile,Achieva,Passenger Car,1992-1998,7,,7,7,true,true,1998,42
oldsmobile,Silhouette,MPV,2000-2004,5,,5,15,false,true,2004,36
oldsmobile,Toronado,Passenger Car,1990-1993,4,,4,4,true,true,1993,30
oldsmobile,Custom Cruiser,Passenger Car,1990-1992,3,1993,4,4,true,true,1993,27
oldsmobile,Regency,Passenger Car,1997-1999,3,,3,3,true,true,1999,26
oldsmobile,Aurora,Passenger Car,2001-2003,3,,3,8,false,true,2003,22
peugeot,405,Passenger Car,1990-1991,2,,2,2,true,true,1991,22
peugeot,505,Passenger Car,1990-1991,2,,2,2,true,true,1991,22
plymouth,Colt,Passenger Car,1990-1994,5,,5,5,true,true,1994,34
plymouth,Neon,Passenger Car,2000-2001,2,1994,3,8,false,true,2001,19
plymouth,Breeze,Passenger Car,1996 2000,2,,2,5,false,true,2000,18
plymouth,HORIZON,Passenger Car,1990,1,,1,1,true,true,1990,18
pontiac,Trans Sport,MPV,1990-1998,9,,9,9,true,true,1998,56
pontiac,Vibe,Passenger Car,2003-2010,8,,8,8,true,true,2010,49
pontiac,Bonneville,Passenger Car,1991-1999,9,,9,16,false,true,1999,46
pontiac,Aztek,MPV,2001-2005,5,2000,6,6,true,true,2005,44
pontiac,Montana,MPV,1999-2004,6,,6,6,true,true,2004,44
pontiac,Torrent,MPV,2006-2009,4,,4,4,true,true,2009,39
pontiac,Sunfire,Passenger Car,2000-2005,6,,6,10,false,true,2005,37
pontiac,Firefly,Passenger Car,1990-1994,5,1995,6,6,true,true,1995,35
pontiac,Sunbird,Passenger Car,1990-1994,5,1995,6,6,true,true,1995,35
pontiac,G5,Passenger Car,2007-2010,4,,4,4,true,true,2010,33
pontiac,Montana SV6,MPV,2006,1,2005 2007-2009,5,5,true,true,2009,31
pontiac,Lemans,Passenger Car,1990-1993,4,,4,4,true,true,1993,30
pontiac,Wave,Passenger Car,2005-2006,2,2007-2008,4,4,true,true,2008,27
pontiac,G3,Passenger Car,2009-2010,2,2008,3,3,true,true,2010,26
pontiac,6000,Passenger Car,1990-1991,2,,2,2,true,true,1991,22
pontiac,Pursuit,Passenger Car,,0,2005-2006,2,2,true,true,2006,19
pontiac,G8,Passenger Car,,0,2010,1,3,false,true,2010,14
pontiac,Matiz,Passenger Car,,0,2007 2010,2,2,true,false,2010,9
pontiac,Tempest,Passenger Car,,0,1990-1991,2,2,true,false,1991,6
porsche,Taycan,Passenger Car,2026,1,,1,7,false,true,2026,20
ram,Promaster City,MPV,2015-2017 2019-2022,7,,7,8,false,true,2022,50
ram,4000,MPV,,0,2013-2023,11,11,true,false,2023,27
rivian,EDV,Truck,,0,2022-2026,5,5,true,false,2026,23
rivian,RCV,Truck,,0,2022 2024-2026,4,4,true,false,2026,22
rollsroyce,Phantom,Passenger Car,2004-2016,13,,13,23,false,true,2016,68
rollsroyce,Ghost,Passenger Car,2010-2017 2019,9,,9,17,false,true,2019,52
rollsroyce,Silver Spur,Passenger Car,1990-1993 1996-1999,8,1994-1995,10,10,true,true,1999,48
rollsroyce,Corniche,Passenger Car,1990-1995 2000-2001,8,2002,9,9,true,true,2002,47
rollsroyce,Wraith,Passenger Car,2014-2017 2019-2021,7,,7,8,false,true,2021,44
rollsroyce,Dawn,Passenger Car,2016-2017 2019-2021,5,,5,6,false,true,2021,36
rollsroyce,Spectre,Passenger Car,2024-2026,3,,3,3,true,true,2026,32
rollsroyce,Silver Seraph,Passenger Car,1999 2001-2002,3,2000,4,4,true,true,2002,27
rollsroyce,Park Ward,Passenger Car,2001-2002,2,1998-1999,4,4,true,true,2002,24
rollsroyce,Silver Dawn,Passenger Car,1996-1997,2,1995,3,3,true,true,1997,23
rollsroyce,Flying Spur,Passenger Car,1995,1,,1,1,true,true,1995,18
rollsroyce,Silver Spirit,Passenger Car,,0,1990-1996,7,7,true,false,1996,11
rollsroyce,Touring Limousine,Passenger Car,,0,1993-1998,6,6,true,false,1998,10
saab,9-7X,MPV,2005-2009,5,,5,5,true,true,2009,43
saab,9-4x,MPV,2011-2012,2,,2,2,true,true,2012,31
saab,9-2X,Passenger Car,2005-2006,2,2007-2009,5,5,true,true,2009,28
saturn,Outlook,MPV,2007-2010,4,,4,4,true,true,2010,39
saturn,Relay,MPV,2005-2007,3,,3,3,true,true,2007,35
saturn,Aura,Passenger Car,2007-2010,4,,4,4,true,true,2010,33
saturn,Astra,Passenger Car,2008-2009,2,,2,2,true,true,2009,25
saturn,LW1,Passenger Car,,0,2000-2002,3,3,true,false,2002,7
saturn,LW2,Passenger Car,,0,2000-2002,3,3,true,false,2002,7
saturn,SL3,Passenger Car,,0,1991-1993,3,3,true,false,1993,7
smart,Fortwo,Passenger Car,2008-2017 2019,11,,11,12,false,true,2019,60
smart,Fortwo Electric Drive,Passenger Car,2013-2015,3,,3,3,true,true,2015,32
smart,EQ Fortwo,Passenger Car,2019,1,2018,2,2,true,true,2019,25
subaru,B9 Tribeca,MPV,2006-2007,2,2008-2014,9,9,true,true,2014,38
subaru,Justy,Passenger Car,1990-1994,5,,5,5,true,true,1994,34
subaru,Loyale,Passenger Car,1990-1994,5,,5,5,true,true,1994,34
subaru,Trailseeker,MPV,2026,1,,1,1,true,true,2026,30
subaru,Uncharted,MPV,2026,1,,1,1,true,true,2026,30
subaru,XT,Passenger Car,1990-1991,2,,2,2,true,true,1991,22
subaru,XV CrossTrek,MPV,,0,2012,1,4,false,true,2012,20
subaru,XT6,Passenger Car,,0,1990-1991,2,2,true,false,1991,6
suzuki,Esteem,Passenger Car,1996-2002,7,1995,8,8,true,true,2002,43
suzuki,Equator,Truck,2009-2012,4,2013,5,5,true,true,2013,42
suzuki,Aerio,Passenger Car,2002-2007,6,,6,6,true,true,2007,41
suzuki,Sidekick Sport,MPV,1996-1998,3,1990-1995,9,9,true,true,1998,38
suzuki,XL7,MPV,2007-2009,3,2003-2005,6,6,true,true,2009,38
suzuki,Forenza,Passenger Car,2004-2008,5,,5,5,true,true,2008,37
suzuki,Swift,Passenger Car,2000-2001 2004-2006,5,2007-2008,7,17,false,true,2008,35
suzuki,Grand Vitara XL-7,MPV,2002 2006,2,2007-2008,4,4,true,true,2008,33
suzuki,Reno,Passenger Car,2005-2008,4,,4,4,true,true,2008,33
suzuki,Verona,Passenger Car,2004-2006,3,2007-2008,5,5,true,true,2008,31
suzuki,X-90,MPV,1998,1,,1,3,false,true,1998,20
suzuki,Samurai,MPV,,0,1996,1,7,false,true,1996,17
tesla,Semi,Truck,,0,2023-2026,4,4,true,false,2026,22
tesla,Roadster,Passenger Car,,0,2008-2012,5,5,true,false,2012,12
toyota,4Runner,MPV,1991-1999,9,,9,37,false,true,1999,52
toyota,Previa,MPV,1991-1997,7,1998,8,8,true,true,1998,49
toyota,Paseo,Passenger Car,1992-1999,8,,8,8,true,true,1999,46
toyota,Camry,Passenger Car,1992-1999,8,,8,37,false,true,1999,42
toyota,Pick-Up,Passenger Car,1990-1995,6,,6,6,true,true,1995,38
toyota,Crown,Passenger Car,2023-2026,4,,4,4,true,true,2026,36
toyota,MR2,Passenger Car,1991-1995,5,,5,13,false,true,1995,30
toyota,Crown Signia,Passenger Car,2025-2026,2,,2,2,true,true,2026,28
toyota,Cressida,Passenger Car,1990-1992,3,,3,3,true,true,1992,26
toyota,Venza,MPV,,0,2016-2017,2,13,false,true,2017,24
toyota,Tundra,Truck,,0,1995-1999,5,32,false,true,1999,23
toyota,C-HR,Passenger Car,2026,1,,1,6,false,true,2026,20
toyota,Sienna,MPV,,0,1995-1997,3,32,false,true,1997,19
toyota,Corolla Matrix,Passenger Car,,0,2003-2013,11,11,true,false,2013,18
toyota,Sequoia,MPV,,0,2000,1,27,false,true,2000,17
toyota,Scion iQ,Passenger Car,,0,2011-2015,5,5,true,false,2015,15
toyota,Camry Solara,Passenger Car,1999,1,,1,11,false,true,1999,14
toyota,Celica,Passenger Car,,0,2006,1,17,false,true,2006,14
toyota,Scion xD,Passenger Car,,0,2008-2014,7,7,true,false,2014,14
toyota,Scion xB,MPV,,0,2007,1,12,false,false,2007,10
toyota,FCHV-adv,Passenger Car,,0,2009-2010,2,2,true,false,2010,9
vinfast,VF 8,MPV,2023 2025,2,2024 2026,4,4,true,true,2026,36
vinfast,VF 9,MPV,2024-2025,2,2023 2026,4,4,true,true,2026,36
vinfast,VF 6,MPV,2025,1,2023-2024 2026,4,4,true,true,2026,33
vinfast,VF 7,MPV,2025,1,2023-2024 2026,4,4,true,true,2026,33
volkswagen,Eos,Passenger Car,2007-2016,10,,10,10,true,true,2016,60
volkswagen,CC,Passenger Car,2012 2014-2017,5,2018,6,6,true,true,2018,41
volkswagen,EuroVan,MPV,1993-1995 1997 1999,5,1992 1996 1998,8,12,false,true,1999,39
volkswagen,Corrado,Passenger Car,1990-1994,5,1995,6,6,true,true,1995,35
volkswagen,Phaeton,MPV,2004-2006,3,,3,3,true,true,2006,35
volkswagen,CABRIOLET,Passenger Car,1990-1993,4,,4,4,true,true,1993,30
volkswagen,FOX,Passenger Car,1990-1993,4,,4,4,true,true,1993,30
volkswagen,ID. Buzz,MPV,2025,1,,1,1,true,true,2025,30
volkswagen,Golf III,Passenger Car,1993-1995,3,1991-1992,5,5,true,true,1995,28
volkswagen,Vanagon,MPV,1990-1991,2,,2,2,true,true,1991,28
volkswagen,Touareg,MPV,,0,2018,1,15,false,true,2018,23
volkswagen,Cabrio,Passenger Car,2000-2002,3,,3,8,false,true,2002,22
volkswagen,R32,MPV,2004,1,,1,2,false,true,2004,20
volkswagen,Passat,Passenger Car,1998-1999,2,,2,33,false,true,1999,18
volkswagen,Golf,Passenger Car,1999,1,,1,27,false,true,1999,14
volkswagen,GTI,Passenger Car,1999,1,,1,22,false,true,1999,14
volkswagen,Jetta,Passenger Car,1999,1,,1,37,false,true,1999,14
volvo,C70,MPV,1998-2004 2006-2013,15,,15,15,true,true,2013,83
volvo,XC70,Passenger Car,2004-2016,13,,13,13,true,true,2016,72
volvo,V70,MPV,2000-2010,11,,11,13,false,true,2010,63
volvo,C30,Passenger Car,2008-2013,6,2007,7,7,true,true,2013,42
volvo,V40,Passenger Car,2000-2004,5,,5,5,true,true,2004,34
volvo,V90CC,MPV,2026,1,,1,10,false,true,2026,26
volvo,VS,Truck,,0,2019-2026,8,8,true,false,2026,26
volvo,VT,Truck,,0,2019-2026,8,8,true,false,2026,26
volvo,S90,Passenger Car,1998 2026,2,,2,11,false,true,2026,24
volvo,C70 / C30,Passenger Car,2012,1,,1,1,true,true,2012,21
volvo,V90,Passenger Car,1998,1,,1,6,false,true,1998,14
volvo,960 Series,Passenger Car,,0,1991-1997,7,7,true,false,1997,11
volvo,S40,Passenger Car,,0,1999,1,13,false,true,1999,11
volvo,850 Series,Passenger Car,,0,1993-1997,5,5,true,false,1997,9
volvo,940 Series,Passenger Car,,0,1991-1995,5,5,true,false,1995,9
volvo,240 Series,Passenger Car,,0,1990-1993,4,4,true,false,1993,8
volvo,740 Series,Passenger Car,,0,1990-1992,3,3,true,false,1992,7
volvo,780 Series,Passenger Car,,0,1990-1991,2,2,true,false,1991,6
yugo,"102, GV",Passenger Car,,0,1990-1992,3,3,true,false,1992,7
